family,family_ko,template_en,occurrences,card_count,pools,example_card_ids
card_play,추가 사용/재사용,Play the top card of your Draw Pile and Exhaust it.,1,1,ironclad:1,HAVOC
card_play,추가 사용/재사용,Play {n} random Attacks from your Discard Pile.,1,1,colorless:1,BEAT_DOWN
card_play,추가 사용/재사용,Play {n} random cards from your Draw Pile.,1,1,colorless:1,CATASTROPHE
card_play,추가 사용/재사용,Poison is triggered {n} additional time.,1,1,silent:1,ACCELERANT
card_play,추가 사용/재사용,Put the next card you play this turn on top of your Draw Pile.,1,1,event:1,REBOUND
card_play,추가 사용/재사용,Sovereign Blade gains Replay {n}.,1,1,regent:1,SWORD_SAGE
card_play,추가 사용/재사용,The first Attack or Skill you play each turn is placed on top of your Draw Pile.,1,1,colorless:1,NOSTALGIA
card_play,추가 사용/재사용,The first Shiv you play each turn deals {n} additional damage.,1,1,silent:1,PHANTOM_BLADES
card_play,추가 사용/재사용,The first card you play each turn is played an extra time.,1,1,defect:1,ECHO_FORM
card_play,추가 사용/재사용,"The first time you play a {n} Energy Attack each turn, return it to your Hand.",1,1,defect:1,FERAL
card_play,추가 사용/재사용,The first {n} cards you play each turn are free to play.,1,1,regent:1,VOID_FORM
card_play,추가 사용/재사용,The next Attack another player plays on the enemy is played an extra time.,1,1,colorless:1,TAG_TEAM
card_play,추가 사용/재사용,The next Attack you play costs {n} Energy.,1,1,ironclad:1,UNRELENTING
card_play,추가 사용/재사용,The next Ethereal card you play costs {n} Energy.,1,1,necrobinder:1,VEILPIERCER
card_play,추가 사용/재사용,The next Power you play costs {n} Energy.,1,1,defect:1,SYNTHESIS
card_play,추가 사용/재사용,The next Power you play is played an additional time.,1,1,defect:1,SIGNAL_BOOST
card_play,추가 사용/재사용,The next Skill you play costs {n} Energy.,1,1,silent:1,POUNCE
card_play,추가 사용/재사용,They're free to play this combat.,1,1,event:1,METAMORPHOSIS
card_play,추가 사용/재사용,"This turn, your next Attack is played an extra time.",1,1,ironclad:1,ONE_TWO_PUNCH
card_play,추가 사용/재사용,"This turn, your next Skill is played an extra time.",1,1,silent:1,BURST
card_play,추가 사용/재사용,"When you play a Skill, it gains Sly.",1,1,silent:1,MASTER_PLANNER
card_play,추가 사용/재사용,"Whenever you create a Status, reduce this card's cost to {n} Energy until played.",1,1,defect:1,ROCKET_PUNCH
card_play,추가 사용/재사용,"Whenever you draw a card containing “Strike”, it is played against a random enemy.",1,1,ironclad:1,HELLRAISER
card_play,추가 사용/재사용,"Whenever you play a Power, Channel {n} Lightning.",1,1,defect:1,STORM
card_play,추가 사용/재사용,"Whenever you play a Power, gain {n} Energy.",1,1,defect:1,SUBROUTINE
card_play,추가 사용/재사용,"Whenever you play a Skill, Exhaust it.",1,1,ironclad:1,CORRUPTION
card_play,추가 사용/재사용,"Whenever you play a Soul, Summon {n}.",1,1,necrobinder:1,DEVOUR_LIFE
card_play,추가 사용/재사용,"Whenever you play a Soul, a random enemy loses {n} HP.",1,1,necrobinder:1,HAUNT
card_play,추가 사용/재사용,"Whenever you play a card that costs {n} Energy or more, gain {n} Block.",1,1,necrobinder:1,DANSE_MACABRE
card_play,추가 사용/재사용,"Whenever you play a card that costs {n} Energy or more, return this to your Hand from the Discard Pile.",1,1,necrobinder:1,RIGHT_HAND_HAND
card_play,추가 사용/재사용,"Whenever you play a card this turn, apply {n} Doom to the enemy.",1,1,necrobinder:1,OBLIVION
card_play,추가 사용/재사용,"Whenever you play a card this turn, gain {n} Strength this turn.",1,1,regent:1,MONOLOGUE
card_play,추가 사용/재사용,"Whenever you play a card this turn, the enemy loses {n} HP.",1,1,silent:1,STRANGLE
card_play,추가 사용/재사용,"Whenever you play a card, deal {n} damage to a random enemy.",1,1,silent:1,SERPENT_FORM
card_play,추가 사용/재사용,"Whenever you play a card, gain {n} Block.",1,1,silent:1,AFTERIMAGE
card_play,추가 사용/재사용,"Whenever you play a card, gain {n} Stars.",1,1,regent:1,THE_SEALED_THRONE
card_play,추가 사용/재사용,"Whenever you play an Attack this turn, gain {n} Block.",1,1,ironclad:1,RAGE
card_play,추가 사용/재사용,"Whenever you play an Attack, add a random Attack into your Hand.",1,1,colorless:1,CALAMITY
card_play,추가 사용/재사용,"Whenever you play an Ethereal card, gain {n} Block.",1,1,necrobinder:1,SPIRIT_OF_ASH
card_play,추가 사용/재사용,You cannot play more than {n} cards each turn.,1,1,token:1,SLOTH
card_play,추가 사용/재사용,You cannot play more than {n} cards this turn.,1,1,curse:1,NORMALITY
card_transform,변화,"At the start of your turn, Transform {n} card in your Hand.",1,1,colorless:1,ENTROPY
card_transform,변화,Choose a card in your Hand to Transform into Minion Strike.,1,1,regent:1,BEGONE
card_transform,변화,Choose {n} cards in your Draw Pile to Transform into Minion Dive Bombs.,1,1,regent:1,CHARGE
card_transform,변화,Transform a card in your Draw Pile into Soul.,1,1,necrobinder:1,SEANCE
card_transform,변화,Transform all Attacks in your Hand into Giant Rock.,1,1,ironclad:1,PRIMAL_FORCE
card_transform,변화,Transform all Status cards in your Hand into Fuel.,1,1,defect:1,COMPACT
card_transform,변화,Transform any number of cards in your Hand into Minion Sacrifice.,1,1,regent:1,GUARDS
card_upgrade,강화,"At the start of your turn, put a random Attack from your Discard Pile into your Hand and Upgrade it.",1,1,ironclad:1,AGGRESSION
card_upgrade,강화,Upgrade ALL your cards.,1,1,event:1,APOTHEOSIS
card_upgrade,강화,Upgrade a card in your Hand.,1,1,ironclad:1,ARMAMENTS
card_upgrade,강화,Upgrade {n} random cards in your Discard Pile.,1,1,necrobinder:1,DRAIN_POWER
damage,피해,Allies take half damage from enemies.,1,1,ironclad:1,TANK
damage,피해,Apply Doom equal to damage dealt.,1,1,necrobinder:1,BLIGHT_STRIKE
damage,피해,"At the end of your turn, if this is in your Hand, take {n} damage.",5,5,curse:1|status:4,BURN|DECAY|INFECTION|TOXIC|WITHER
damage,피해,"At the end of your turn, if you have Frost, deal {n} damage to ALL enemies.",1,1,defect:1,HAILSTORM
damage,피해,"At the end of your turn, take {n} damage.",1,1,token:1,DISINTEGRATION
damage,피해,"At the end of {n} turns, deal {n} damage to ALL enemies.",1,1,colorless:1,THE_BOMB
damage,피해,"At the start of your turn, deal {n} damage to ALL enemies and increase this damage by {n}.",1,1,colorless:1,ROLLING_BOULDER
damage,피해,Blocked attack damage is reflected to your attacker this turn.,1,1,regent:1,REFLECT
damage,피해,Damage ALL other enemies equal to the damage dealt.,1,1,colorless:1,OMNISLICE
damage,피해,Deal damage equal to the enemy's Doom.,1,1,necrobinder:1,TIMES_UP
damage,피해,Deal damage equal to the number of cards in your Draw Pile.,1,1,colorless:1,MIND_BLAST
damage,피해,Deal damage equal to the number of cards played this combat.,1,1,colorless:1,GOLD_AXE
damage,피해,Deal damage equal to your Block.,1,1,ironclad:1,BODY_SLAM
damage,피해,Deal {n} damage X times.,3,3,necrobinder:1|regent:1|silent:1,ERADICATE|HEAVENLY_DRILL|SKEWER
damage,피해,Deal {n} damage and apply {n} Vulnerable to ALL enemies.,1,1,ironclad:1,THUNDERCLAP
damage,피해,Deal {n} damage for each Attack already played this turn.,1,1,silent:1,FINISHER
damage,피해,Deal {n} damage for each Channeled Orb.,1,1,defect:1,BARRAGE
damage,피해,Deal {n} damage for each Ethereal card played this combat.,1,1,necrobinder:1,PULL_FROM_BELOW
damage,피해,Deal {n} damage for each Skill already played this turn.,1,1,regent:1,LUNAR_BLAST
damage,피해,Deal {n} damage for each Skill in your Hand.,1,1,silent:1,FLECHETTES
damage,피해,Deal {n} damage for each card Exhausted.,1,1,ironclad:1,FIEND_FIRE
damage,피해,Deal {n} damage for each {n} Energy previously spent this turn.,1,1,defect:1,HELIX_DRILL
damage,피해,Deal {n} damage to ALL enemies X times.,1,1,ironclad:1,WHIRLWIND
damage,피해,Deal {n} damage to ALL enemies for each {n} Stars gained this turn.,1,1,regent:1,RADIATE
damage,피해,Deal {n} damage to ALL enemies twice.,2,2,regent:1|silent:1,ASTRAL_PULSE|DAGGER_SPRAY
damage,피해,Deal {n} damage to ALL enemies {n} times.,3,3,event:1|ironclad:1|regent:1,CONFLAGRATION|EXTERMINATE|SEVEN_STARS
damage,피해,Deal {n} damage to ALL enemies.,16,16,colorless:1|defect:3|ironclad:3|necrobinder:2|regent:4|silent:3,BANSHEES_CRY|BREAKTHROUGH|CRASH_LANDING|CRUSH_UNDER|DRAMATIC_ENTRANCE|DYING_STAR|ECHOING_SLASH|FLICK_FLACK|GRAND_FINALE|HOWL_FROM_BEYOND|HYPERBEAM|METEOR_SHOWER
damage,피해,Deal {n} damage to a random enemy X times.,2,2,colorless:1|regent:1,STARDUST|VOLLEY
damage,피해,Deal {n} damage to a random enemy for each card Exhausted.,1,1,defect:1,FLAK_CANNON
damage,피해,Deal {n} damage to a random enemy twice.,1,1,event:1,RIP_AND_TEAR
damage,피해,Deal {n} damage to a random enemy {n} times.,2,2,ironclad:1|silent:1,RICOCHET|SWORD_BOOMERANG
damage,피해,Deal {n} damage twice.,6,6,defect:2|event:1|ironclad:3,FIGHT_ME|MAUL|REFRACT|THRASH|TWIN_STRIKE|UPROAR
damage,피해,Deal {n} damage {n} times.,3,3,defect:1|event:1|regent:1,CELESTIAL_MIGHT|GUNK_UP|PECK
damage,피해,Deal {n} damage.,128,128,colorless:14|defect:20|event:7|ironclad:24|necrobinder:18|regent:21|silent:19|token:5,ADAPTIVE_STRIKE|ALL_FOR_ONE|ANGER|ASHEN_STRIKE|ASSASSINATE|BACKSTAB|BALL_LIGHTNING|BASH|BEAM_CELL|BEAT_INTO_SHAPE|BLIGHT_STRIKE|BLUDGEON
damage,피해,Deals additional damage equal to Osty's Max HP.,1,1,necrobinder:1,PROTECTOR
damage,피해,Deals additional damage equal to Osty's current HP.,1,1,necrobinder:1,UNLEASH
damage,피해,Deals {n} additional damage for ALL your cards containing “Strike”.,1,1,ironclad:1,PERFECTED_STRIKE
damage,피해,Deals {n} additional damage for ALL your cards that have a {n} Stars cost.,1,1,regent:1,CRESCENT_SPEAR
damage,피해,Deals {n} additional damage for ALL your other Osty Attacks.,1,1,necrobinder:1,SQUEEZE
damage,피해,Deals {n} additional damage for each Soul in your Exhaust Pile.,1,1,necrobinder:1,SOUL_STORM
damage,피해,Deals {n} additional damage for each Vulnerable on the enemy.,1,1,ironclad:1,BULLY
damage,피해,Deals {n} additional damage for each card discarded this turn.,1,1,silent:1,MEMENTO_MORI
damage,피해,Deals {n} additional damage for each card drawn during your turn.,1,1,necrobinder:1,DEATH_MARCH
damage,피해,Deals {n} additional damage for each card drawn this combat.,1,1,silent:1,MURDER
damage,피해,Deals {n} additional damage for each card in your Exhaust Pile.,1,1,ironclad:1,ASHEN_STRIKE
damage,피해,Deals {n} additional damage for each card you created this combat.,1,1,regent:1,SUPERMASSIVE
damage,피해,Deals {n} additional damage for each time another player has attacked the enemy this turn.,1,1,colorless:1,GANG_UP
damage,피해,Deals {n} additional damage for each unique debuff on the enemy.,1,1,colorless:1,REND
damage,피해,Deals {n} less damage for each other card in your Hand.,1,1,silent:1,PRECISE_CUT
damage,피해,Double the damage ALL Hang cards deal to this enemy.,1,1,necrobinder:1,HANG
damage,피해,"Every time you play {n} cards in a single turn, deal {n} damage to ALL enemies.",1,1,colorless:1,PANACHE
damage,피해,"Every {n} times you apply Poison, deal {n} damage to ALL enemies.",1,1,silent:1,OUTBREAK
damage,피해,Exhaust a random Attack in your Hand and add its damage to this card.,1,1,ironclad:1,THRASH
damage,피해,Gain Block equal to damage dealt.,1,1,colorless:1,FISTICUFFS
damage,피해,Hits an additional time for each other time he has attacked this turn.,1,1,necrobinder:1,RATTLE
damage,피해,"If Osty is alive, he deals {n} damage to ALL enemies and you gain {n} Block.",1,1,necrobinder:1,BONE_SHARDS
damage,피해,"If you have {n} or more cards in your Exhaust Pile, deal {n} damage to ALL enemies.",1,1,ironclad:1,PACTS_END
damage,피해,"If you take unblocked attack damage this combat, die.",1,1,colorless:1,THE_GAMBIT
damage,피해,Increase the damage of ALL Claw cards by {n} this combat.,1,1,defect:1,CLAW
damage,피해,Increase the damage of ALL Maul cards by {n} this combat.,1,1,event:1,MAUL
damage,피해,Increase this card's damage by {n} this combat.,1,1,ironclad:1,RAMPAGE
damage,피해,"Next turn, Attacks deal double damage.",1,1,silent:1,SHADOW_STEP
damage,피해,Osty deals {n} damage and applies {n} Vulnerable to ALL enemies.,1,1,necrobinder:1,HIGH_FIVE
damage,피해,Osty deals {n} damage to a random enemy.,1,1,token:1,SWEEPING_GAZE
damage,피해,Osty deals {n} damage.,10,10,necrobinder:10,FETCH|FLATTEN|POKE|PROTECTOR|RATTLE|RIGHT_HAND_HAND|SIC_EM|SNAP|SQUEEZE|UNLEASH
damage,피해,Osty's attacks deal {n} additional damage.,1,1,necrobinder:1,CALCIFY
damage,피해,Permanently increase this card's damage by {n}.,1,1,necrobinder:1,THE_SCYTHE
damage,피해,Shivs deal {n} additional damage.,1,1,silent:1,ACCURACY
damage,피해,Sovereign Blade deals double damage to the enemy this turn.,1,1,regent:1,CONQUEROR
damage,피해,Sovereign Blade now deals damage to ALL enemies.,1,1,regent:1,SEEKING_EDGE
damage,피해,Take double damage from enemies.,1,1,ironclad:1,TANK
damage,피해,The enemy takes double attack damage from other players this turn.,1,1,silent:1,FLANKING
damage,피해,The enemy takes double damage from other players this turn.,1,1,colorless:1,KNOCKDOWN
damage,피해,The first Attack each turn deals {n}% additional damage.,1,1,necrobinder:1,LETHALITY
damage,피해,The first Shiv you play each turn deals {n} additional damage.,1,1,silent:1,PHANTOM_BLADES
damage,피해,This card costs {n} Energy if Osty has attacked this turn.,1,1,necrobinder:1,FLATTEN
damage,피해,Vulnerable enemies take an additional {n}% damage.,1,1,ironclad:1,CRUELTY
damage,피해,Weak enemies take double damage from Attacks.,1,1,silent:1,TRACKING
damage,피해,"Whenever Attacks deal damage, apply that much Doom.",1,1,necrobinder:1,REAPER_FORM
damage,피해,"Whenever an Attack deals unblocked damage, apply {n} Poison.",1,1,silent:1,ENVENOM
damage,피해,"Whenever you Evoke Lightning, deal {n} damage to each enemy hit.",1,1,defect:1,THUNDER
damage,피해,"Whenever you apply a debuff to an enemy, they take {n} damage.",1,1,necrobinder:1,SLEIGHT_OF_FLESH
damage,피해,"Whenever you are attacked this turn, deal {n} damage back.",1,1,ironclad:1,FLAME_BARRIER
damage,피해,"Whenever you are attacked, deal {n} damage back.",1,1,event:1,CALTROPS
damage,피해,"Whenever you create a Status, deal {n} damage to ALL enemies.",1,1,defect:1,SMOKESTACK
damage,피해,"Whenever you draw a card during your turn, deal {n} damage to ALL enemies.",1,1,silent:1,SPEEDSTER
damage,피해,"Whenever you draw this card, increase its damage by {n} this combat.",1,1,regent:1,KINGLY_PUNCH
damage,피해,"Whenever you gain Block, deal {n} damage to a random enemy.",1,1,ironclad:1,JUGGERNAUT
damage,피해,"Whenever you lose HP on your turn, deal {n} damage to ALL enemies.",1,1,ironclad:1,INFERNO
damage,피해,"Whenever you play a card, deal {n} damage to a random enemy.",1,1,silent:1,SERPENT_FORM
damage,피해,"Whenever you spend or gain {n} Stars, deal {n} damage to ALL enemies.",1,1,regent:1,BLACK_HOLE
damage,피해,You receive {n}% less damage from Vulnerable enemies this turn.,1,1,ironclad:1,COLOSSUS
debuff,약화 효과,Apply Doom equal to damage dealt.,1,1,necrobinder:1,BLIGHT_STRIKE
debuff,약화 효과,Apply X Weak.,1,1,silent:1,MALAISE
debuff,약화 효과,Apply any debuffs on the enemy to ALL other enemies.,1,1,necrobinder:1,MISERY
debuff,약화 효과,Apply {n} Doom and {n} Weak to ALL enemies.,1,1,necrobinder:1,DEATHBRINGER
debuff,약화 효과,Apply {n} Doom to ALL enemies.,2,2,necrobinder:2,END_OF_DAYS|NEGATIVE_PULSE
debuff,약화 효과,"Apply {n} Doom, plus an additional {n} Doom for every {n} Doom already on this enemy.",1,1,necrobinder:1,NO_ESCAPE
debuff,약화 효과,Apply {n} Doom.,1,1,necrobinder:1,SCOURGE
debuff,약화 효과,Apply {n} Poison to ALL enemies.,1,1,silent:1,HAZE
debuff,약화 효과,Apply {n} Poison to a random enemy {n} times.,1,1,silent:1,BOUNCING_FLASK
debuff,약화 효과,Apply {n} Poison.,3,3,silent:3,DEADLY_POISON|POISONED_STAB|SNAKEBITE
debuff,약화 효과,Apply {n} Vulnerable.,16,16,defect:1|event:1|ironclad:6|necrobinder:2|regent:4|silent:2,ASSASSINATE|BASH|BEAM_CELL|BREAK|COMET|DOMINATE|EXPOSE|FALLING_STAR|FEAR|GAMMA_BLAST|KNOW_THY_PLACE|PUTREFY
debuff,약화 효과,Apply {n} Weak and Vulnerable to ALL enemies.,2,2,colorless:1|regent:1,METEOR_SHOWER|SHOCKWAVE
debuff,약화 효과,Apply {n} Weak to ALL enemies.,1,1,silent:1,SCARE
debuff,약화 효과,Apply {n} Weak.,12,12,defect:1|ironclad:1|necrobinder:2|regent:4|silent:4,COMET|DEFY|FALLING_STAR|GAMMA_BLAST|KNOW_THY_PLACE|LEG_SWEEP|NEUTRALIZE|NULL|PUTREFY|SUCKER_PUNCH|SUPPRESS|UPPERCUT
debuff,약화 효과,"At the end of your turn, if this is in your Hand, gain {n} Frail.",1,1,curse:1,SHAME
debuff,약화 효과,"At the end of your turn, if this is in your Hand, gain {n} Weak.",1,1,curse:1,DOUBT
debuff,약화 효과,"At the start of your turn, apply {n} Doom to a random enemy.",1,1,necrobinder:1,COUNTDOWN
debuff,약화 효과,"At the start of your turn, apply {n} Doom to yourself.",1,1,necrobinder:1,NEUROSURGE
debuff,약화 효과,"At the start of your turn, apply {n} Poison to ALL enemies.",1,1,silent:1,NOXIOUS_FUMES
debuff,약화 효과,Deal damage equal to the enemy's Doom.,1,1,necrobinder:1,TIMES_UP
debuff,약화 효과,Deal {n} damage and apply {n} Vulnerable to ALL enemies.,1,1,ironclad:1,THUNDERCLAP
debuff,약화 효과,Deals {n} additional damage for each Vulnerable on the enemy.,1,1,ironclad:1,BULLY
debuff,약화 효과,Double the enemy's Vulnerable.,1,1,ironclad:1,MOLTEN_FIST
debuff,약화 효과,Enemy loses X Strength.,1,1,silent:1,MALAISE
debuff,약화 효과,Enemy loses {n} HP.,1,1,necrobinder:1,CAPTURE_SPIRIT
debuff,약화 효과,Enemy loses {n} Strength this turn.,3,3,colorless:1|ironclad:1|necrobinder:1,DARK_SHACKLES|ENFEEBLING_TOUCH|MANGLE
debuff,약화 효과,Enemy loses {n} Strength.,1,1,necrobinder:1,SHARED_FATE
debuff,약화 효과,"Every {n} times you apply Poison, deal {n} damage to ALL enemies.",1,1,silent:1,OUTBREAK
debuff,약화 효과,Gain Block equal to Poison on ALL enemies.,1,1,silent:1,MIRAGE
debuff,약화 효과,Gain {n} Strength for each Vulnerable on the enemy.,1,1,ironclad:1,DOMINATE
debuff,약화 효과,"If the enemy has Poison, apply {n} Poison.",1,1,silent:1,BUBBLE_BUBBLE
debuff,약화 효과,"If the enemy intends to attack, apply {n} Weak.",1,1,defect:1,GO_FOR_THE_EYES
debuff,약화 효과,"If the enemy is Vulnerable, hits twice.",1,1,ironclad:1,DISMANTLE
debuff,약화 효과,"If you applied Doom this turn, gain Block {n} additional times.",1,1,necrobinder:1,DEATHS_DOOR
debuff,약화 효과,Kill enemies with at least as much Doom as HP.,1,1,necrobinder:1,END_OF_DAYS
debuff,약화 효과,Osty deals {n} damage and applies {n} Vulnerable to ALL enemies.,1,1,necrobinder:1,HIGH_FIVE
debuff,약화 효과,Poison is triggered {n} additional time.,1,1,silent:1,ACCELERANT
debuff,약화 효과,Remove all Artifact and Block from the enemy.,1,1,silent:1,EXPOSE
debuff,약화 효과,Vulnerable and Weak are twice as effective against the enemy for the next {n} turns.,1,1,necrobinder:1,DEBILITATE
debuff,약화 효과,Vulnerable enemies take an additional {n}% damage.,1,1,ironclad:1,CRUELTY
debuff,약화 효과,Weak enemies take double damage from Attacks.,1,1,silent:1,TRACKING
debuff,약화 효과,"Whenever Attacks deal damage, apply that much Doom.",1,1,necrobinder:1,REAPER_FORM
debuff,약화 효과,"Whenever an Attack deals unblocked damage, apply {n} Poison.",1,1,silent:1,ENVENOM
debuff,약화 효과,"Whenever you apply Doom, gain {n} Block.",1,1,necrobinder:1,SHROUD
debuff,약화 효과,"Whenever you apply Vulnerable, draw {n} card.",1,1,ironclad:1,VICIOUS
debuff,약화 효과,"Whenever you apply a debuff to an enemy, they take {n} damage.",1,1,necrobinder:1,SLEIGHT_OF_FLESH
debuff,약화 효과,"Whenever you draw a card this turn, apply {n} Poison to ALL enemies.",1,1,silent:1,CORROSIVE_WAVE
debuff,약화 효과,"Whenever you play a Soul, a random enemy loses {n} HP.",1,1,necrobinder:1,HAUNT
debuff,약화 효과,"Whenever you play a card this turn, apply {n} Doom to the enemy.",1,1,necrobinder:1,OBLIVION
debuff,약화 효과,"Whenever you play a card this turn, the enemy loses {n} HP.",1,1,silent:1,STRANGLE
debuff,약화 효과,You receive {n}% less damage from Vulnerable enemies this turn.,1,1,ironclad:1,COLOSSUS
discard,버리기,Add a Burn into your Discard Pile.,1,1,defect:1,OVERCLOCK
discard,버리기,Add a Dazed into your Discard Pile.,1,1,defect:1,BOOST_AWAY
discard,버리기,Add a Slimed into your Discard Pile.,1,1,defect:1,GUNK_UP
discard,버리기,"Add a Soul into your Draw Pile, Hand, and Discard Pile.",1,1,necrobinder:1,SEVERANCE
discard,버리기,Add a Void into your Discard Pile.,1,1,defect:1,TURBO
discard,버리기,Add a copy of this card into your Discard Pile.,2,2,ironclad:1|necrobinder:1,ANGER|UNDEATH
discard,버리기,Add a {n} Energy copy of this card into your Discard Pile.,1,1,defect:1,ADAPTIVE_STRIKE
discard,버리기,Add {n} Shiv into your Hand for each card discarded.,1,1,silent:1,STORM_OF_STEEL
discard,버리기,Add {n} Wounds into your Discard Pile.,1,1,defect:1,FIGHT_THROUGH
discard,버리기,"At the start of your turn, draw {n} card and discard {n} card.",1,1,silent:1,TOOLS_OF_THE_TRADE
discard,버리기,"At the start of your turn, put a random Attack from your Discard Pile into your Hand and Upgrade it.",1,1,ironclad:1,AGGRESSION
discard,버리기,Deals {n} additional damage for each card discarded this turn.,1,1,silent:1,MEMENTO_MORI
discard,버리기,Discard all cards drawn this way that do not cost {n} Energy.,1,1,defect:1,SCRAPE
discard,버리기,"Discard your Hand, then draw that many cards.",1,1,silent:1,CALCULATED_GAMBLE
discard,버리기,Discard your Hand.,2,2,silent:2,SHADOW_STEP|STORM_OF_STEEL
discard,버리기,Discard {n} card.,4,4,silent:4,ACROBATICS|DAGGER_THROW|PREPARED|SURVIVOR
discard,버리기,Discard {n} cards.,1,1,silent:1,HIDDEN_DAGGERS
discard,버리기,Gain Block equal to the number of cards in your Discard Pile.,1,1,event:1,STACK
discard,버리기,Play {n} random Attacks from your Discard Pile.,1,1,colorless:1,BEAT_DOWN
discard,버리기,Put ALL {n} Energy cards from your Discard Pile into your Hand.,1,1,defect:1,ALL_FOR_ONE
discard,버리기,Put a card from your Discard Pile into your Hand.,2,2,defect:1|necrobinder:1,GRAVEBLAST|HOLOGRAM
discard,버리기,Put a card from your Discard Pile on top of your Draw Pile.,2,2,ironclad:1|regent:1,COSMIC_INDIFFERENCE|HEADBUTT
discard,버리기,Put up to {n} cards from your Discard Pile into your Hand.,1,1,event:1,NEOWS_FURY
discard,버리기,Put {n} cards from your Discard Pile into your Hand.,1,1,necrobinder:1,DREDGE
discard,버리기,Upgrade {n} random cards in your Discard Pile.,1,1,necrobinder:1,DRAIN_POWER
discard,버리기,"Whenever you play a card that costs {n} Energy or more, return this to your Hand from the Discard Pile.",1,1,necrobinder:1,RIGHT_HAND_HAND
draw,카드 뽑기,A random card without Replay in your Draw Pile gains Replay {n}.,1,1,colorless:1,HIDDEN_GEM
draw,카드 뽑기,ALL players add {n} Souls into their Draw Pile.,1,1,necrobinder:1,GLIMPSE_BEYOND
draw,카드 뽑기,ALL players draw {n} cards.,1,1,colorless:1,HUDDLE_UP
draw,카드 뽑기,Add X Souls into your Draw Pile.,1,1,necrobinder:1,DIRGE
draw,카드 뽑기,"Add a Soul into your Draw Pile, Hand, and Discard Pile.",1,1,necrobinder:1,SEVERANCE
draw,카드 뽑기,Add a Soul into your Draw Pile.,2,2,necrobinder:2,GRAVE_WARDEN|REAVE
draw,카드 뽑기,Add {n} Souls into your Draw Pile.,1,1,necrobinder:1,CAPTURE_SPIRIT
draw,카드 뽑기,Add {n} random Attacks into your Draw Pile.,1,1,event:1,METAMORPHOSIS
draw,카드 뽑기,"At the end of your turn, if this is on top of your Draw Pile, play it.",1,1,regent:1,I_AM_INVINCIBLE
draw,카드 뽑기,"At the start of your turn, draw {n} additional card.",1,1,defect:1,MACHINE_LEARNING
draw,카드 뽑기,"At the start of your turn, draw {n} card and Exhaust {n} card from your Hand.",1,1,regent:1,TYRANNY
draw,카드 뽑기,"At the start of your turn, draw {n} card and discard {n} card.",1,1,silent:1,TOOLS_OF_THE_TRADE
draw,카드 뽑기,"At the start of your turn, gain {n} Energy and draw {n} additional card.",1,1,necrobinder:1,DEMESNE
draw,카드 뽑기,"At the start of your turn, play the top card of your Draw Pile.",1,1,colorless:1,MAYHEM
draw,카드 뽑기,Can only be played if there are no cards in your Draw Pile.,1,1,silent:1,GRAND_FINALE
draw,카드 뽑기,Choose {n} cards in your Draw Pile to Transform into Minion Dive Bombs.,1,1,regent:1,CHARGE
draw,카드 뽑기,Choose {n} of {n} cards in your Draw Pile to add into your Hand.,1,1,colorless:1,SEEKER_STRIKE
draw,카드 뽑기,Deal damage equal to the number of cards in your Draw Pile.,1,1,colorless:1,MIND_BLAST
draw,카드 뽑기,"Discard your Hand, then draw that many cards.",1,1,silent:1,CALCULATED_GAMBLE
draw,카드 뽑기,Draw cards until you draw a non-Attack card.,1,1,ironclad:1,PILLAGE
draw,카드 뽑기,Draw cards until you have {n} in your Hand.,1,1,silent:1,EXPERTISE
draw,카드 뽑기,Draw cards until your Hand is full.,1,1,colorless:1,SCRAWL
draw,카드 뽑기,Draw {n} card for each unique Orb you have.,1,1,defect:1,COMPILE_DRIVER
draw,카드 뽑기,Draw {n} card.,18,18,colorless:2|defect:4|ironclad:2|necrobinder:1|regent:3|silent:3|status:1|token:2,BIG_BANG|COOLHEADED|DAGGER_THROW|ESCAPE_PLAN|FINESSE|FLASH_OF_STEEL|FUEL|GLOW|MINION_STRIKE|MODDED|PHOTON_CUT|POMMEL_STRIKE
draw,카드 뽑기,Draw {n} cards.,23,23,colorless:2|defect:4|event:1|ironclad:4|necrobinder:2|regent:5|silent:4|token:1,ACROBATICS|ADRENALINE|BACKFLIP|BATTLE_TRANCE|BRIGHTEST_FLAME|BURNING_PACT|DECISIONS_DECISIONS|DRUM_OF_BATTLE|GLIMMER|GUIDING_STAR|MASTER_OF_STRATEGY|NEUROSURGE
draw,카드 뽑기,Draw {n} fewer card each turn.,1,1,token:1,MIND_ROT
draw,카드 뽑기,"Every {n} cards you draw, gain {n} Energy.",1,1,colorless:1,AUTOMATION
draw,카드 뽑기,Exhaust {n} card from your Draw Pile.,1,1,necrobinder:1,CLEANSE
draw,카드 뽑기,"If this is the first time this card has been played this turn, draw {n} card.",1,1,necrobinder:1,FETCH
draw,카드 뽑기,"If you draw a Skill, gain {n} Block.",1,1,silent:1,ESCAPE_PLAN
draw,카드 뽑기,"If you have no Attacks in your Hand, draw {n} cards.",1,1,colorless:1,IMPATIENCE
draw,카드 뽑기,"If you have played fewer than {n} cards this turn, draw {n} card.",1,1,defect:1,FTL
draw,카드 뽑기,"If you play {n} or more cards in a turn, draw {n} card at the start of your next turn.",1,1,regent:1,PALE_BLUE_DOT
draw,카드 뽑기,"If your Hand is empty, draw {n} cards and gain {n} Energy.",1,1,colorless:1,RESTLESSNESS
