card_id,name_ko,name_en,pool,rarity,cost,source,clause_index,family,family_ko,polarity,scaling_or_conditional,template_en,clause_en,clause_ko,numeric_values,structured_stats
DRUM_OF_BATTLE,전투의 북소리,Drum of Battle,ironclad,Uncommon,E1,body,2,energy,에너지,positive_or_mixed,False,"When this card is Exhausted, gain {n} Energy.","When this card is Exhausted, gain 2 Energy.","이 카드가 소멸될 시, 2 Energy를 얻습니다.",2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":2,""energy_gain"":2,""hp_loss"":null,""vars"":{""Cards"":2,""Energy"":2},""upgrade"":{""energy"":""+1""}}"
DRUM_OF_BATTLE,전투의 북소리,Drum of Battle,ironclad,Uncommon,E1,body,2,trigger,지속/발동기,positive_or_mixed,False,"When this card is Exhausted, gain {n} Energy.","When this card is Exhausted, gain 2 Energy.","이 카드가 소멸될 시, 2 Energy를 얻습니다.",2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":2,""energy_gain"":2,""hp_loss"":null,""vars"":{""Cards"":2,""Energy"":2},""upgrade"":{""energy"":""+1""}}"
DUALCAST,이중 시전,Dualcast,defect,Basic,E1,body,1,orb,구체,positive_or_mixed,False,Evoke your rightmost Orb twice.,Evoke your rightmost Orb twice.,가장 오른쪽의 구체를 2번 발현합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
DUAL_WIELD,이도류,Dual Wield,event,Event,E1,body,1,card_move,카드 이동/탐색,positive_or_mixed,False,Choose an Attack or Power card.,Choose an Attack or Power card.,공격이나 파워 카드를 1장 선택합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":1},""upgrade"":{""cards"":""+1""}}"
DUAL_WIELD,이도류,Dual Wield,event,Event,E1,body,2,card_create,카드 생성,positive_or_mixed,False,Add a copy of that card into your Hand.,Add a copy of that card into your Hand.,그 카드의 복사본을 1장 손으로 가져옵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":1},""upgrade"":{""cards"":""+1""}}"
DUAL_WIELD,이도류,Dual Wield,event,Event,E1,body,2,card_move,카드 이동/탐색,positive_or_mixed,False,Add a copy of that card into your Hand.,Add a copy of that card into your Hand.,그 카드의 복사본을 1장 손으로 가져옵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":1},""upgrade"":{""cards"":""+1""}}"
DYING_STAR,죽어가는 별,Dying Star,regent,Rare,E1+S3,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies.,Deal 9 damage to ALL enemies.,모든 적에게 피해를 9 줍니다.,9,"{""damage"":9,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":9,""Damage"":9,""StarCost"":3},""upgrade"":{""damage"":""+2"",""strengthloss"":""+2""}}"
DYING_STAR,죽어가는 별,Dying Star,regent,Rare,E1+S3,body,2,buff,강화 효과,negative_or_cost,False,ALL enemies lose {n} Strength this turn.,ALL enemies lose 9 Strength this turn.,이번 턴 동안 모든 적이 힘을 9 잃습니다.,9,"{""damage"":9,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":9,""Damage"":9,""StarCost"":3},""upgrade"":{""damage"":""+2"",""strengthloss"":""+2""}}"
DYING_STAR,죽어가는 별,Dying Star,regent,Rare,E1+S3,keyword,,keyword,카드 키워드,contextual,False,Keyword: Ethereal,Keyword: Ethereal,키워드: 휘발성,,"{""damage"":9,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":9,""Damage"":9,""StarCost"":3},""upgrade"":{""damage"":""+2"",""strengthloss"":""+2""}}"
ECHOING_SLASH,메아리 참격,Echoing Slash,silent,Rare,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies.,Deal 10 damage to ALL enemies.,모든 적에게 피해를 10 줍니다.,10,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":10},""upgrade"":{""damage"":""+3""}}"
ECHOING_SLASH,메아리 참격,Echoing Slash,silent,Rare,E1,body,2,scaling,가변/스케일링,positive_or_mixed,True,Repeat this effect for each enemy killed.,Repeat this effect for each enemy killed.,적을 처치할 때마다 이 효과를 반복합니다.,,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":10},""upgrade"":{""damage"":""+3""}}"
ECHO_FORM,메아리의 형상,Echo Form,defect,Rare,E3,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,The first card you play each turn is played an extra time.,The first card you play each turn is played an extra time.,매 턴마다 처음으로 사용하는 카드가 1번 추가로 사용됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EchoForm"":1},""upgrade"":{""remove_ethereal"":1}}"
ECHO_FORM,메아리의 형상,Echo Form,defect,Rare,E3,body,1,trigger,지속/발동기,positive_or_mixed,False,The first card you play each turn is played an extra time.,The first card you play each turn is played an extra time.,매 턴마다 처음으로 사용하는 카드가 1번 추가로 사용됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EchoForm"":1},""upgrade"":{""remove_ethereal"":1}}"
ECHO_FORM,메아리의 형상,Echo Form,defect,Rare,E3,keyword,,keyword,카드 키워드,contextual,False,Keyword: Ethereal,Keyword: Ethereal,키워드: 휘발성,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EchoForm"":1},""upgrade"":{""remove_ethereal"":1}}"
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,body,1,exhaust,소멸시키기,positive_or_mixed,False,Exhaust your Hand.,Exhaust your Hand.,손에 있는 모든 카드를 소멸시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""intangibleThreshold"":9},""upgrade"":{""cost"":1}}"
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,body,2,exhaust,소멸시키기,positive_or_mixed,False,"If {n} cards were Exhausted this way, gain {n} Intangible.","If 9 cards were Exhausted this way, gain 1 Intangible.","이를 통해 카드를 9장 소멸시켰다면, 불가침을 1 얻습니다.",9|1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""intangibleThreshold"":9},""upgrade"":{""cost"":1}}"
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,body,2,buff,강화 효과,positive_or_mixed,False,"If {n} cards were Exhausted this way, gain {n} Intangible.","If 9 cards were Exhausted this way, gain 1 Intangible.","이를 통해 카드를 9장 소멸시켰다면, 불가침을 1 얻습니다.",9|1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""intangibleThreshold"":9},""upgrade"":{""cost"":1}}"
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,body,2,trigger,지속/발동기,positive_or_mixed,False,"If {n} cards were Exhausted this way, gain {n} Intangible.","If 9 cards were Exhausted this way, gain 1 Intangible.","이를 통해 카드를 9장 소멸시켰다면, 불가침을 1 얻습니다.",9|1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""intangibleThreshold"":9},""upgrade"":{""cost"":1}}"
END_OF_DAYS,종말의 날,End of Days,necrobinder,Rare,E3,body,1,debuff,약화 효과,positive_or_mixed,False,Apply {n} Doom to ALL enemies.,Apply 29 Doom to ALL enemies.,모든 적에게 종말을 29 부여합니다.,29,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""DoomPower"":29,""Doom"":29},""upgrade"":{""doom"":""+8""}}"
END_OF_DAYS,종말의 날,End of Days,necrobinder,Rare,E3,body,2,hp,체력,positive_or_mixed,False,Kill enemies with at least as much Doom as HP.,Kill enemies with at least as much Doom as HP.,체력이 종말 이하인 적을 처치합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""DoomPower"":29,""Doom"":29},""upgrade"":{""doom"":""+8""}}"
END_OF_DAYS,종말의 날,End of Days,necrobinder,Rare,E3,body,2,debuff,약화 효과,positive_or_mixed,False,Kill enemies with at least as much Doom as HP.,Kill enemies with at least as much Doom as HP.,체력이 종말 이하인 적을 처치합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""DoomPower"":29,""Doom"":29},""upgrade"":{""doom"":""+8""}}"
END_OF_DAYS,종말의 날,End of Days,necrobinder,Rare,E3,body,2,enemy_control,적 제어,positive_or_mixed,False,Kill enemies with at least as much Doom as HP.,Kill enemies with at least as much Doom as HP.,체력이 종말 이하인 적을 처치합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""DoomPower"":29,""Doom"":29},""upgrade"":{""doom"":""+8""}}"
ENERGY_SURGE,에너지 폭주,Energy Surge,defect,Uncommon,E1,body,1,ally,협동,positive_or_mixed,False,ALL players gain {n} Energy.,ALL players gain 2 Energy.,모든 플레이어가 2 Energy를 얻습니다.,2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Energy"":2},""upgrade"":{""energy"":""+1""}}"
ENERGY_SURGE,에너지 폭주,Energy Surge,defect,Uncommon,E1,body,1,energy,에너지,positive_or_mixed,False,ALL players gain {n} Energy.,ALL players gain 2 Energy.,모든 플레이어가 2 Energy를 얻습니다.,2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Energy"":2},""upgrade"":{""energy"":""+1""}}"
ENERGY_SURGE,에너지 폭주,Energy Surge,defect,Uncommon,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Energy"":2},""upgrade"":{""energy"":""+1""}}"
ENFEEBLING_TOUCH,쇠약의 손길,Enfeebling Touch,necrobinder,Uncommon,E1,body,1,debuff,약화 효과,positive_or_mixed,False,Enemy loses {n} Strength this turn.,Enemy loses 8 Strength this turn.,이번 턴 동안 적이 힘을 8 잃습니다.,8,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":8},""upgrade"":{""strengthloss"":""+3""}}"
ENFEEBLING_TOUCH,쇠약의 손길,Enfeebling Touch,necrobinder,Uncommon,E1,body,1,buff,강화 효과,positive_or_mixed,False,Enemy loses {n} Strength this turn.,Enemy loses 8 Strength this turn.,이번 턴 동안 적이 힘을 8 잃습니다.,8,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":8},""upgrade"":{""strengthloss"":""+3""}}"
ENFEEBLING_TOUCH,쇠약의 손길,Enfeebling Touch,necrobinder,Uncommon,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Ethereal,Keyword: Ethereal,키워드: 휘발성,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StrengthLoss"":8},""upgrade"":{""strengthloss"":""+3""}}"
ENLIGHTENMENT,계몽,Enlightenment,event,Event,E0,body,1,card_cost,비용 변화,positive_or_mixed,False,Reduce the cost of ALL cards in your Hand to {n} this turn.,Reduce the cost of ALL cards in your Hand to 1 this turn.,"이번 턴 동안, 손에 있는 모든 카드의 비용이 1로 감소합니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
ENLIGHTENMENT,계몽,Enlightenment,event,Event,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
ENTHRALLED,매료됨,Enthralled,curse,Curse,E2,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,"If this is in your Hand, it must be played before other cards.","If this is in your Hand, it must be played before other cards.","이 카드가 손에 있다면, 다른 카드보다 먼저 사용해야 합니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
ENTHRALLED,매료됨,Enthralled,curse,Curse,E2,body,1,restriction,사용 제약,positive_or_mixed,False,"If this is in your Hand, it must be played before other cards.","If this is in your Hand, it must be played before other cards.","이 카드가 손에 있다면, 다른 카드보다 먼저 사용해야 합니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
ENTHRALLED,매료됨,Enthralled,curse,Curse,E2,body,1,trigger,지속/발동기,positive_or_mixed,False,"If this is in your Hand, it must be played before other cards.","If this is in your Hand, it must be played before other cards.","이 카드가 손에 있다면, 다른 카드보다 먼저 사용해야 합니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
ENTHRALLED,매료됨,Enthralled,curse,Curse,E2,keyword,,keyword,카드 키워드,contextual,False,Keyword: Eternal,Keyword: Eternal,키워드: 영구,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
ENTRENCH,참호,Entrench,event,Event,E2,body,1,block,방어도,positive_or_mixed,True,Double your Block.,Double your Block.,방어도가 2배가 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":1}}"
ENTRENCH,참호,Entrench,event,Event,E2,body,1,scaling,가변/스케일링,positive_or_mixed,True,Double your Block.,Double your Block.,방어도가 2배가 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":1}}"
ENTROPY,엔트로피,Entropy,colorless,Rare,E1,body,1,card_transform,변화,positive_or_mixed,False,"At the start of your turn, Transform {n} card in your Hand.","At the start of your turn, Transform 1 card in your Hand.","내 턴 시작 시, 손에 있는 카드를 1장 변화시킵니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":1},""upgrade"":{""add_innate"":1}}"
ENTROPY,엔트로피,Entropy,colorless,Rare,E1,body,1,trigger,지속/발동기,positive_or_mixed,False,"At the start of your turn, Transform {n} card in your Hand.","At the start of your turn, Transform 1 card in your Hand.","내 턴 시작 시, 손에 있는 카드를 1장 변화시킵니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":1},""upgrade"":{""add_innate"":1}}"
ENVENOM,독 바르기,Envenom,silent,Rare,E2,body,1,damage,피해,positive_or_mixed,False,"Whenever an Attack deals unblocked damage, apply {n} Poison.","Whenever an Attack deals unblocked damage, apply 1 Poison.","공격 카드가 막히지 않은 피해를 줄 때마다, 중독을 1 부여합니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EnvenomPower"":1,""Envenom"":1},""upgrade"":{""envenompower"":""+1""}}"
ENVENOM,독 바르기,Envenom,silent,Rare,E2,body,1,debuff,약화 효과,positive_or_mixed,False,"Whenever an Attack deals unblocked damage, apply {n} Poison.","Whenever an Attack deals unblocked damage, apply 1 Poison.","공격 카드가 막히지 않은 피해를 줄 때마다, 중독을 1 부여합니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EnvenomPower"":1,""Envenom"":1},""upgrade"":{""envenompower"":""+1""}}"
ENVENOM,독 바르기,Envenom,silent,Rare,E2,body,1,trigger,지속/발동기,positive_or_mixed,False,"Whenever an Attack deals unblocked damage, apply {n} Poison.","Whenever an Attack deals unblocked damage, apply 1 Poison.","공격 카드가 막히지 않은 피해를 줄 때마다, 중독을 1 부여합니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""EnvenomPower"":1,""Envenom"":1},""upgrade"":{""envenompower"":""+1""}}"
EQUILIBRIUM,평형,Equilibrium,colorless,Uncommon,E2,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 13 Block.,방어도를 13 얻습니다.,13,"{""damage"":null,""block"":13,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Equilibrium"":1,""Block"":13},""upgrade"":{""block"":""+3""}}"
EQUILIBRIUM,평형,Equilibrium,colorless,Uncommon,E2,body,2,retain,보존,positive_or_mixed,False,Retain your Hand this turn.,Retain your Hand this turn.,이번 턴에 손에 있는 카드를 보존합니다.,,"{""damage"":null,""block"":13,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Equilibrium"":1,""Block"":13},""upgrade"":{""block"":""+3""}}"
ERADICATE,척결,Eradicate,necrobinder,Rare,EX,body,1,damage,피해,positive_or_mixed,True,Deal {n} damage X times.,Deal 11 damage X times.,피해를 11만큼 X번 줍니다.,11,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+3""}}"
ERADICATE,척결,Eradicate,necrobinder,Rare,EX,body,1,scaling,가변/스케일링,positive_or_mixed,True,Deal {n} damage X times.,Deal 11 damage X times.,피해를 11만큼 X번 줍니다.,11,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+3""}}"
ERADICATE,척결,Eradicate,necrobinder,Rare,EX,keyword,,keyword,카드 키워드,contextual,False,Keyword: Retain,Keyword: Retain,키워드: 보존,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+3""}}"
ESCAPE_PLAN,탈출구,Escape Plan,silent,Uncommon,E0,body,1,draw,카드 뽑기,positive_or_mixed,False,Draw {n} card.,Draw 1 card.,카드를 1장 뽑습니다.,1,"{""damage"":null,""block"":3,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":3},""upgrade"":{""block"":""+2""}}"
ESCAPE_PLAN,탈출구,Escape Plan,silent,Uncommon,E0,body,2,block,방어도,positive_or_mixed,False,"If you draw a Skill, gain {n} Block.","If you draw a Skill, gain 3 Block.","스킬 카드를 뽑았다면, 방어도를 3 얻습니다.",3,"{""damage"":null,""block"":3,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":3},""upgrade"":{""block"":""+2""}}"
ESCAPE_PLAN,탈출구,Escape Plan,silent,Uncommon,E0,body,2,draw,카드 뽑기,positive_or_mixed,False,"If you draw a Skill, gain {n} Block.","If you draw a Skill, gain 3 Block.","스킬 카드를 뽑았다면, 방어도를 3 얻습니다.",3,"{""damage"":null,""block"":3,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":3},""upgrade"":{""block"":""+2""}}"
ESCAPE_PLAN,탈출구,Escape Plan,silent,Uncommon,E0,body,2,trigger,지속/발동기,positive_or_mixed,False,"If you draw a Skill, gain {n} Block.","If you draw a Skill, gain 3 Block.","스킬 카드를 뽑았다면, 방어도를 3 얻습니다.",3,"{""damage"":null,""block"":3,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":3},""upgrade"":{""block"":""+2""}}"
ETERNAL_ARMOR,영원의 갑옷,Eternal Armor,colorless,Rare,E3,body,1,buff,강화 효과,positive_or_mixed,False,Gain {n} Plating.,Gain 9 Plating.,판금을 9 얻습니다.,9,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""PlatingPower"":9,""Plating"":9},""upgrade"":{""platingpower"":""+3""}}"
EVIL_EYE,악마의 눈,Evil Eye,ironclad,Uncommon,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 8 Block.,방어도를 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8},""upgrade"":{""block"":""+3""}}"
EVIL_EYE,악마의 눈,Evil Eye,ironclad,Uncommon,E1,body,2,block,방어도,positive_or_mixed,False,Gain another {n} Block if you have Exhausted a card this turn.,Gain another 8 Block if you have Exhausted a card this turn.,이번 턴 동안 소멸시킨 카드가 있다면 방어도를 추가로 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8},""upgrade"":{""block"":""+3""}}"
EVIL_EYE,악마의 눈,Evil Eye,ironclad,Uncommon,E1,body,2,exhaust,소멸시키기,positive_or_mixed,False,Gain another {n} Block if you have Exhausted a card this turn.,Gain another 8 Block if you have Exhausted a card this turn.,이번 턴 동안 소멸시킨 카드가 있다면 방어도를 추가로 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8},""upgrade"":{""block"":""+3""}}"
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,body,1,energy,에너지,positive_or_mixed,True,Gain {n} Energy for each Attack in your Hand.,Gain 1 Energy for each Attack in your Hand.,손에 있는 공격 카드 1장당 1 Energy를 얻습니다.,1,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":0,""hp_loss"":null,""vars"":{""Energy"":0,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""cost"":1}}"
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,body,1,scaling,가변/스케일링,positive_or_mixed,True,Gain {n} Energy for each Attack in your Hand.,Gain 1 Energy for each Attack in your Hand.,손에 있는 공격 카드 1장당 1 Energy를 얻습니다.,1,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":0,""hp_loss"":null,""vars"":{""Energy"":0,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""cost"":1}}"
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,body,2,energy,에너지,negative_or_cost,False,You cannot gain additional {n} Energy this turn.,You cannot gain additional 1 Energy this turn.,이번 턴에 추가로 1 Energy를 얻을 수 없습니다.,1,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":0,""hp_loss"":null,""vars"":{""Energy"":0,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""cost"":1}}"
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,body,2,restriction,사용 제약,negative_or_cost,False,You cannot gain additional {n} Energy this turn.,You cannot gain additional 1 Energy this turn.,이번 턴에 추가로 1 Energy를 얻을 수 없습니다.,1,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":0,""hp_loss"":null,""vars"":{""Energy"":0,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""cost"":1}}"
EXPERTISE,전문성,Expertise,silent,Uncommon,E1,body,1,draw,카드 뽑기,positive_or_mixed,False,Draw cards until you have {n} in your Hand.,Draw cards until you have 6 in your Hand.,손에 있는 카드가 6장이 될 때까지 카드를 뽑습니다.,6,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":6,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":6},""upgrade"":{""cards"":""+1""}}"
EXPOSE,들춰내기,Expose,silent,Uncommon,E0,body,1,block,방어도,positive_or_mixed,False,Remove all Artifact and Block from the enemy.,Remove all Artifact and Block from the enemy.,대상 적의 모든 인공물과 방어도를 제거합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Power"":2},""upgrade"":{""power"":""+1""}}"
EXPOSE,들춰내기,Expose,silent,Uncommon,E0,body,1,debuff,약화 효과,positive_or_mixed,False,Remove all Artifact and Block from the enemy.,Remove all Artifact and Block from the enemy.,대상 적의 모든 인공물과 방어도를 제거합니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Power"":2},""upgrade"":{""power"":""+1""}}"
EXPOSE,들춰내기,Expose,silent,Uncommon,E0,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Vulnerable.,Apply 2 Vulnerable.,취약을 2 부여합니다.,2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Power"":2},""upgrade"":{""power"":""+1""}}"
EXPOSE,들춰내기,Expose,silent,Uncommon,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Power"":2},""upgrade"":{""power"":""+1""}}"
EXTERMINATE,박멸,Exterminate,event,Event,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies {n} times.,Deal 3 damage to ALL enemies 4 times.,모든 적에게 피해를 3만큼 4번 줍니다.,3|4,"{""damage"":3,""block"":null,""hit_count"":4,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""Repeat"":4},""upgrade"":{""damage"":""+1""}}"
FALLING_STAR,별똥별,Falling Star,regent,Basic,E0+S2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 8 damage.,피해를 8 줍니다.,8,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""VulnerablePower"":1,""Vulnerable"":1,""WeakPower"":1,""Weak"":1,""StarCost"":2},""upgrade"":{""damage"":""+4""}}"
