card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
GOLD_AXE,황금 도끼,Gold Axe,colorless,Rare,E1,Attack,1.5,5.0,10.0,8.5,0.42,C,1,0,9.0,v3_table,True,-7.5,-4.0,1.0,50,44,34,16,0.746,equal_to_quantity,Deal damage equal to the number of cards played this combat.
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,regent,Rare,E2,Attack,11.5,13.0,15.0,3.5,0.871,B,1,0,17.0,v3_table,True,-5.5,-4.0,-2.0,9,8,24,16,0.816,atomic_copy_selected_hand|atomic_fixed|selection_scope,Deal 20 damage. Choose a Colorless card in your Hand. Add a copy of that card into your Hand.
MISERY,비참함,Misery,necrobinder,Rare,E0,Attack,5.5,10.5,19.5,14.0,0.613,C,1,0,6.5,v3_table,True,-1.0,4.0,13.0,34,18,25,16,0.816,atomic_fixed|spread_debuffs,Deal 7 damage. Apply any debuffs on the enemy to ALL other enemies.
PALE_BLUE_DOT,창백한 푸른 점,Pale Blue Dot,regent,Uncommon,E1,Power,0.0,2.5,6.25,6.25,0.42,C,1,0,6.5,v3_table,True,-6.5,-4.0,-0.25,80,79,53,27,0.69,threshold_delayed_draw_recurring,"If you play 5 or more cards in a turn, draw 1 card at the start of your next turn."
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,Skill,0.6,2.52,15.0,14.4,0.485,C,1,0,6.5,v3_table,True,-5.9,-3.98,8.5,83,83,36,47,0.46,atomic_temporary_stat+scaling_count|keyword_exhaust,Gain 2 Focus this turn for each unique Orb you have.
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",regent,Rare,E0+S6,Skill,-3.45,2.55,12.55,16.0,0.489,C,2,0,6.5,energy_table_star_cost_separated,True,-9.95,-3.95,6.05,84,78,27,57,0.345,atomic_fixed|cost_star_spend|keyword_exhaust|selected_card_multi_play,Draw 3 cards. Choose a Skill in your Hand and play it 3 times.
CALL_OF_THE_VOID,공허의 부름,Call of the Void,necrobinder,Rare,E1,Power,3.25,10.35,17.75,14.5,0.439,C,1,0,6.5,v3_table,True,-3.25,3.85,11.25,56,20,30,36,0.586,atomic_random_card_card+recurring_turns|generated_card_ethereal,"At the start of your turn, add 1 random card into your Hand. It gains Ethereal."
COORDINATE,협력,Coordinate,colorless,Uncommon,E1,Skill,3.0,3.0,3.0,0.0,0.72,B,0,0,6.8,v3_table,True,-3.8,-3.8,-3.8,36,56,59,23,0.635,coop_temporary_strength,Give another player 5 Strength this turn.
SPECTRUM_SHIFT,스펙트럼 이동,Spectrum Shift,regent,Uncommon,E2,Power,6.0,14.8,24.0,18.0,0.42,C,1,0,11.0,v3_table,True,-5.0,3.8,13.0,24,7,10,17,0.805,atomic_random_colorless_card+recurring_turns,"At the start of your turn, add 1 random Colorless card into your Hand."
STARDUST,우주 먼지,Stardust,regent,Uncommon,E0+SX,Attack,-5.75,0.5,7.0,12.75,0.579,C,1,0,4.3,energy_table_star_cost_separated,True,-10.05,-3.8,2.7,87,84,50,37,0.575,cost_star_x_spend|random_target+x_value,Deal 5 damage to a random enemy X times.
TYRANNY,독재,Tyranny,regent,Rare,E1,Power,-7.0,2.7,12.5,19.5,0.471,C,1,0,6.5,v3_table,True,-13.5,-3.8,6.0,88,77,29,59,0.322,keyword_exhaust|recurring_draw_and_exhaust,"At the start of your turn, draw 1 card and Exhaust 1 card from your Hand."
KINGLY_KICK,왕의 발차기,Kingly Kick,regent,Uncommon,E4,Attack,16.0,22.25,58.5,42.5,0.877,C,0,0,26.0,v3_table,True,-10.0,-3.75,32.5,3,1,3,2,0.977,atomic_fixed|cost_reduction,"Deal 27 damage. Whenever you draw this card, reduce its cost by 1."
DRAIN_POWER,기력 흡수,Drain Power,necrobinder,Common,E1,Attack,9.0,9.0,9.0,0.0,0.876,B,0,0,5.3,v3_table,True,3.7,3.7,3.7,11,27,49,38,0.563,atomic_fixed|atomic_upgrade,Deal 10 damage. Upgrade 2 random cards in your Discard Pile.
NEUTRON_AEGIS,중성자 방패,Neutron Aegis,regent,Rare,E1+S5,Power,2.8,2.8,2.8,0.0,0.588,C,1,0,6.5,energy_table_star_cost_separated,True,-3.7,-3.7,-3.7,61,75,80,19,0.782,atomic_fixed|cost_star_spend,Gain 8 Plating.
HAILSTORM,우박 폭풍,Hailstorm,defect,Uncommon,E1,Power,0.0,10.101,23.4,23.4,0.42,C,1,0,6.5,v3_table,True,-6.5,3.601,16.9,85,24,20,65,0.253,atomic_fixed+condition_probability+recurring_turns,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies."
FERAL,야성,Feral,defect,Uncommon,E2,Power,3.0,7.4,14.0,11.0,0.42,C,1,0,11.0,v3_table,True,-8.0,-3.6,3.0,55,39,37,18,0.793,zero_cost_attack_return,"The first time you play a 0 Energy Attack each turn, return it to your Hand."
CRUELTY,악랄함,Cruelty,ironclad,Rare,E1,Power,1.25,3.0,6.25,5.0,0.42,C,1,0,6.5,v3_table,True,-5.25,-3.5,-0.25,75,83,64,19,0.779,percent_damage_bonus,Vulnerable enemies take an additional 25% damage.
HANG,매달기,Hang,necrobinder,Rare,E1,Attack,5.0,10.0,20.0,15.0,0.71,C,1,0,6.5,v3_table,True,-1.5,3.5,13.5,39,22,23,17,0.805,atomic_fixed|hang_damage_amplifier,Deal 10 damage. Double the damage ALL Hang cards deal to this enemy.
KNOCKDOWN,때려눕히기,Knockdown,colorless,Rare,E3,Attack,7.5,11.0,20.0,12.5,0.684,C,1,0,14.5,v3_table,True,-7.0,-3.5,5.5,10,11,11,1,0.984,atomic_fixed|double_damage_window,Deal 10 damage. The enemy takes double damage from other players this turn.
MANGLE,난도질,Mangle,ironclad,Rare,E3,Attack,16.5,16.5,16.5,0.0,0.847,B,0,0,20.0,v3_table,True,-3.5,-3.5,-3.5,3,8,32,29,0.663,atomic_enemy_strength_loss_turn|atomic_fixed,Deal 15 damage. Enemy loses 10 Strength this turn.
NOSTALGIA,향수,Nostalgia,colorless,Rare,E1,Power,1.5,5.5,12.0,10.5,0.42,C,1,0,9.0,v3_table,True,-7.5,-3.5,3.0,51,42,30,21,0.667,first_card_recurring_topdeck,The first Attack or Skill you play each turn is placed on top of your Draw Pile.
ROYALTIES,로열티,Royalties,regent,Rare,E1,Power,3.0,3.0,3.0,0.0,0.72,B,0,0,6.5,v3_table,True,-3.5,-3.5,-3.5,55,70,76,21,0.759,meta_gold,"At the end of combat, gain 30 Gold."
SECRET_TECHNIQUE,비밀 기술,Secret Technique,colorless,Rare,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,5.0,v3_table,True,-3.5,-3.5,-3.5,52,63,63,11,0.825,keyword_exhaust|tutor_to_hand,Put a Skill from your Draw Pile into your Hand.
SECRET_WEAPON,비밀 병기,Secret Weapon,colorless,Rare,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,5.0,v3_table,True,-3.5,-3.5,-3.5,53,64,64,11,0.825,keyword_exhaust|tutor_to_hand,Put an Attack from your Draw Pile into your Hand.
TERRAFORMING,테라포밍,Terraforming,regent,Uncommon,E1,Skill,3.0,3.0,3.0,0.0,0.72,B,0,0,6.5,v3_table,True,-3.5,-3.5,-3.5,57,72,78,21,0.759,atomic_fixed,Gain 6 Vigor.
ENTROPY,엔트로피,Entropy,colorless,Rare,E1,Power,-3.0,5.55,24.0,27.0,0.42,C,1,0,9.0,v3_table,True,-12.0,-3.45,15.0,63,41,8,55,0.127,recurring_random_transform,"At the start of your turn, Transform 1 card in your Hand."
DIRGE,장송가,Dirge,necrobinder,Uncommon,EX,Skill,3.3,7.6,16.2,12.9,0.657,C,1,0,11.0,x_as_2_energy,True,-7.7,-3.4,5.2,55,39,35,20,0.77,atomic_fixed+x_value|keyword_exhaust|x_summon,Summon 3 X times. Add X Souls into your Draw Pile.
HAUNT,출몰,Haunt,necrobinder,Uncommon,E1,Power,0.0,9.9,33.0,33.0,0.42,C,1,0,6.5,v3_table,True,-6.5,3.4,26.5,80,23,7,73,0.161,soul_trigger_hp_loss,"Whenever you play a Soul, a random enemy loses 6 HP."
CHAOS,혼돈,Chaos,defect,Uncommon,E1,Skill,3.2,3.2,3.2,0.0,0.72,B,0,0,6.5,v3_table,True,-3.3,-3.3,-3.3,51,76,80,29,0.667,random_orb,Channel 1 random Orb.
COOLANT,냉각재,Coolant,defect,Rare,E1,Power,1.8,9.768,72.0,70.2,0.42,C,1,0,6.5,v3_table,True,-4.7,3.268,65.5,72,27,1,71,0.184,atomic_fixed+recurring_turns+scaling_count,"At the start of your turn, gain 2 Block for each unique Orb you have."
HELIX_DRILL,나선 관통,Helix Drill,defect,Rare,E0,Attack,1.5,3.3,15.0,13.5,0.42,C,1,0,6.5,v3_table,True,-5.0,-3.2,8.5,76,74,35,41,0.529,atomic_fixed+scaling_count,Deal 3 damage for each 1 Energy previously spent this turn.
MAYHEM,대혼란,Mayhem,colorless,Rare,E2,Power,3.0,14.8,42.0,39.0,0.42,C,1,0,18.0,v3_table,True,-15.0,-3.2,24.0,39,5,3,36,0.429,recurring_topdeck_autoplay,"At the start of your turn, play the top card of your Draw Pile."
RAINBOW,무지개,Rainbow,defect,Rare,E2,Skill,8.8,13.8,17.0,8.2,0.625,C,1,0,17.0,v3_table,True,-8.2,-3.2,0.0,13,8,31,23,0.736,atomic_fixed|keyword_exhaust|orb_diversity_bundle,Channel 1 Lightning. Channel 1 Frost. Channel 1 Dark.
NOXIOUS_FUMES,유독 가스,Noxious Fumes,silent,Uncommon,E1,Power,3.9,9.62,15.6,11.7,0.42,C,1,0,6.5,v3_table,True,-2.6,3.12,9.1,43,16,26,27,0.69,atomic_fixed+recurring_turns,"At the start of your turn, apply 2 Poison to ALL enemies."
COMPACT,압축,Compact,defect,Uncommon,E1,Skill,5.6,9.6,15.6,10.0,0.637,C,1,0,6.5,v3_table,True,-0.9,3.1,9.1,29,28,34,6,0.931,atomic_fixed|bulk_transform,Gain 6 Block. Transform all Status cards in your Hand into Fuel.
ALCHEMIZE,연금,Alchemize,colorless,Rare,E1,Skill,2.0,6.0,11.0,9.0,0.458,C,1,0,9.0,v3_table,True,-7.0,-3.0,2.0,45,39,32,13,0.794,keyword_exhaust|meta_random_potion,Procure a random potion.
ANOINTED,임명,Anointed,colorless,Rare,E1,Skill,2.0,6.0,13.0,11.0,0.458,C,1,0,9.0,v3_table,True,-7.0,-3.0,4.0,46,40,25,21,0.667,bulk_tutor_to_hand|keyword_exhaust,Put every Rare card from your Draw Pile into your Hand.
FIEND_FIRE,지옥불,Fiend Fire,ironclad,Rare,E2,Attack,0.5,14.0,32.0,31.5,0.438,C,2,0,17.0,v3_table,True,-16.5,-3.0,15.0,82,12,10,72,0.163,atomic_exhaust_hand|damage_per_exhausted_hand_card|keyword_exhaust,Exhaust your Hand. Deal 7 damage for each card Exhausted.
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,Skill,2.0,3.5,6.5,4.5,0.475,C,1,0,6.5,v3_table,True,-4.5,-3.0,0.0,69,77,60,17,0.805,coop_soul_generation|keyword_exhaust,ALL players add 3 Souls into their Draw Pile.
PINPOINT,정밀 사격,Pinpoint,silent,Uncommon,E3,Attack,10.0,13.0,15.0,5.0,0.882,B,0,0,16.0,v3_table,True,-6.0,-3.0,-1.0,5,3,29,26,0.701,atomic_fixed|cost_reduction_scaling_capped,Deal 15 damage. Costs 1 less Energy for each Skill played this turn.
SKEWER,꼬챙이,Skewer,silent,Uncommon,EX,Attack,4.0,8.0,16.0,12.0,0.72,C,0,0,11.0,x_as_2_energy,True,-7.0,-3.0,5.0,40,30,25,15,0.828,atomic_fixed+x_value,Deal 8 damage X times.
VOLLEY,난사,Volley,colorless,Uncommon,EX,Attack,4.5,9.0,18.0,13.5,0.72,C,0,0,12.0,x_as_2_energy,True,-7.5,-3.0,6.0,27,17,14,13,0.794,random_target+x_value,Deal 10 damage to a random enemy X times.
SHOCKWAVE,충격파,Shockwave,colorless,Uncommon,E2,Skill,14.99,14.99,14.99,0.0,0.72,B,0,0,12.0,v3_table,True,2.99,2.99,2.99,2,4,20,18,0.714,atomic_fixed|keyword_exhaust,Apply 3 Weak and Vulnerable to ALL enemies.
OMNISLICE,만물 절단,Omnislice,colorless,Uncommon,E0,Attack,7.2,7.2,7.2,0.0,0.876,B,0,0,4.25,v3_table,True,2.95,2.95,2.95,12,27,42,30,0.524,atomic_fixed|splash_damage_copy,Deal 8 damage. Damage ALL other enemies equal to the damage dealt.
THUNDER,벼락,Thunder,defect,Uncommon,E1,Power,2.7,9.45,27.0,24.3,0.42,C,1,0,6.5,v3_table,True,-3.8,2.95,20.5,59,31,14,45,0.483,lightning_followup_damage,"Whenever you Evoke Lightning, deal 6 damage to each enemy hit."
BOUNCING_FLASK,탄성 플라스크,Bouncing Flask,silent,Uncommon,E2,Skill,8.1,8.1,8.1,0.0,0.42,C,1,0,11.0,v3_table,True,-2.9,-2.9,-2.9,8,25,55,47,0.46,atomic_random_target_poison,Apply 3 Poison to a random enemy 3 times.
DYING_STAR,죽어가는 별,Dying Star,regent,Rare,E1+S3,Attack,9.38,9.38,9.38,0.0,0.713,B,1,0,6.5,energy_table_star_cost_separated,True,2.88,2.88,2.88,12,19,40,28,0.678,atomic_enemy_strength_loss_turn|atomic_fixed|cost_star_spend|keyword_ethereal,Deal 9 damage to ALL enemies. ALL enemies lose 9 Strength this turn.
DARK_SHACKLES,어둠의 족쇄,Dark Shackles,colorless,Uncommon,E0,Skill,7.1,7.1,7.1,0.0,0.72,B,0,0,4.25,v3_table,True,2.85,2.85,2.85,14,28,43,29,0.54,atomic_enemy_strength_loss_turn|keyword_exhaust,Enemy loses 9 Strength this turn.
BRAND,낙인,Brand,ironclad,Rare,E0,Skill,3.7,3.7,3.7,0.0,1.0,A,0,0,6.5,v3_table,True,-2.8,-2.8,-2.8,53,80,84,31,0.64,atomic_fixed|atomic_selected_exhaust,Lose 1 HP. Exhaust 1 card. Gain 1 Strength.
UP_MY_SLEEVE,비책,Up My Sleeve,silent,Uncommon,E2,Skill,8.2,8.2,8.2,0.0,0.915,A,0,0,11.0,v3_table,True,-2.8,-2.8,-2.8,7,24,54,47,0.46,atomic_fixed|cost_reduction,Add 3 Shivs into your Hand. Reduce this card's cost by 1.
CHILD_OF_THE_STARS,별의 아이,Child of the Stars,regent,Uncommon,E1,Power,1.2,9.24,216.0,214.8,0.42,C,1,0,6.5,v3_table,True,-5.3,2.74,209.5,76,20,1,75,0.138,atomic_fixed+event_triggers+scaling_count,"Whenever you spend 1 Stars, gain 2 Block for each 1 Stars spent."
EXPOSE,들춰내기,Expose,silent,Uncommon,E0,Skill,4.0,7.0,13.0,9.0,0.587,C,1,0,4.3,v3_table,True,-0.3,2.7,8.7,39,36,36,3,0.966,atomic_fixed|keyword_exhaust|strip_enemy_defense,Remove all Artifact and Block from the enemy. Apply 2 Vulnerable.
HUDDLE_UP,똘똘 뭉치기,Huddle Up,colorless,Uncommon,E1,Skill,2.4,4.1,7.5,5.1,0.469,C,1,0,6.8,v3_table,True,-4.4,-2.7,0.7,44,50,40,10,0.841,all_players+atomic_fixed|keyword_exhaust,ALL players draw 2 cards.
MOLTEN_FIST,녹아내리는 주먹,Molten Fist,ironclad,Common,E1,Attack,5.0,8.0,12.0,7.0,0.74,C,1,0,5.3,v3_table,True,-0.3,2.7,6.7,34,36,43,9,0.895,atomic_fixed|double_vulnerable|keyword_exhaust,Deal 10 damage. Double the enemy's Vulnerable.
STOMP,짓밟기,Stomp,ironclad,Uncommon,E3,Attack,10.3,13.3,15.3,5.0,0.884,B,0,0,16.0,v3_table,True,-5.7,-2.7,-0.7,8,13,34,26,0.698,atomic_fixed|cost_reduction_scaling_capped,Deal 12 damage to ALL enemies. Costs 1 less Energy for each Attack played this turn.
CONSUMING_SHADOW,그림자 소모,Consuming Shadow,defect,Rare,E2,Power,9.925,14.35,32.8,22.875,0.602,C,1,0,17.0,v3_table,True,-7.075,-2.65,15.8,10,7,8,3,0.966,atomic_evoke_orb+recurring_turns|atomic_fixed,"Channel 2 Dark. At the end of your turn, Evoke your leftmost Orb."
DEVOUR_LIFE,생명 삼키기,Devour Life,necrobinder,Rare,E1,Power,1.1,3.85,19.8,18.7,0.72,C,0,0,6.5,v3_table,True,-5.4,-2.65,13.3,78,74,24,54,0.379,atomic_fixed+event_triggers,"Whenever you play a Soul, Summon 1."
CORROSIVE_WAVE,부식성 파도,Corrosive Wave,silent,Rare,E1,Skill,2.6,9.1,46.8,44.2,0.42,C,1,0,6.5,v3_table,True,-3.9,2.6,40.3,55,22,1,54,0.379,atomic_fixed+event_triggers,"Whenever you draw a card this turn, apply 2 Poison to ALL enemies."
FALLING_STAR,별똥별,Falling Star,regent,Basic,E0+S2,Attack,4.1,4.1,4.1,0.0,0.713,B,1,0,1.5,energy_table_star_cost_separated,True,2.6,2.6,2.6,42,62,70,28,0.678,atomic_fixed|cost_star_spend,Deal 8 damage. Apply 1 Weak. Apply 1 Vulnerable.
NULL,Null,Null,defect,Uncommon,E2,Attack,13.6,13.6,13.6,0.0,0.823,B,0,0,11.0,v3_table,True,2.6,2.6,2.6,4,9,40,36,0.586,atomic_fixed,Deal 10 damage. Apply 2 Weak. Channel 1 Dark.
SCARE,위협,Scare,silent,Uncommon,E0,Skill,1.73,1.73,1.73,0.0,0.72,B,0,0,4.3,v3_table,True,-2.57,-2.57,-2.57,68,86,86,18,0.793,atomic_fixed|keyword_exhaust,Apply 1 Weak to ALL enemies.
BEAT_DOWN,두들겨 패기,Beat Down,colorless,Rare,E3,Skill,6.0,12.0,21.0,15.0,0.42,C,1,0,14.5,v3_table,True,-8.5,-2.5,6.5,21,8,10,13,0.794,auto_play_from_pile,Play 3 random Attacks from your Discard Pile.
BODYGUARD,호위,Bodyguard,necrobinder,Basic,E1,Skill,5.5,5.5,5.5,0.0,1.0,A,0,0,3.0,v3_table,True,2.5,2.5,2.5,32,55,69,37,0.575,atomic_fixed,Summon 5.
DOUBLE_ENERGY,에너자이저,Double Energy,defect,Uncommon,E1,Skill,1.5,4.0,9.0,7.5,0.47,C,1,0,6.5,v3_table,True,-5.0,-2.5,2.5,73,70,50,23,0.736,double_current_energy|keyword_exhaust,Double your Energy.
ECHO_FORM,메아리의 형상,Echo Form,defect,Rare,E3,Power,4.0,17.5,35.0,31.0,0.435,C,1,0,20.0,v3_table,True,-16.0,-2.5,15.0,44,4,6,40,0.54,first_card_each_turn_replay|keyword_ethereal,The first card you play each turn is played an extra time.
REFLECT,반사,Reflect,regent,Uncommon,E1+S3,Skill,5.5,9.0,10.5,5.0,0.669,C,2,0,6.5,energy_table_star_cost_separated,True,-1.0,2.5,4.0,30,22,36,14,0.839,atomic_fixed|cost_star_spend|reflect_blocked_damage,Gain 15 Block. Blocked attack damage is reflected to your attacker this turn.
SHADOW_STEP,그림자 걸음,Shadow Step,silent,Rare,E1,Skill,-0.5,4.0,14.0,14.5,0.495,C,1,0,6.5,v3_table,True,-7.0,-2.5,7.5,85,75,31,54,0.379,atomic_discard_hand|double_damage_window,"Discard your Hand. Next turn, Attacks deal double damage."
SIGNAL_BOOST,신호 증폭,Signal Boost,defect,Rare,E1,Skill,1.0,4.0,9.0,8.0,0.47,C,1,0,6.5,v3_table,True,-5.5,-2.5,2.5,80,71,51,29,0.667,keyword_exhaust|next_card_replay,The next Power you play is played an additional time.
SUPERCRITICAL,임계 초과,Supercritical,defect,Rare,E0,Skill,9.0,9.0,9.0,0.0,0.72,B,0,0,6.5,v3_table,True,2.5,2.5,2.5,12,32,52,40,0.54,atomic_fixed|keyword_exhaust,Gain 4 Energy.
WELL_LAID_PLANS,괜찮은 전략,Well-Laid Plans,silent,Uncommon,E1,Power,1.65,4.07,6.6,4.95,0.72,B,0,0,6.5,v3_table,True,-4.85,-2.43,0.1,69,74,59,15,0.828,atomic_retain_up_to+recurring_turns,"At the end of your turn, Retain up to 1 card."
DELAY,지연,Delay,necrobinder,Uncommon,E2,Skill,8.6,8.6,8.6,0.0,0.935,A,0,0,11.0,v3_table,True,-2.4,-2.4,-2.4,12,33,51,39,0.552,atomic_fixed|atomic_fixed+delay_next_turn,"Gain 11 Block. Next turn, gain 1 Energy."
DRAMATIC_ENTRANCE,극적인 입장,Dramatic Entrance,colorless,Uncommon,E0,Attack,6.65,6.65,6.65,0.0,0.951,A,0,0,4.25,v3_table,True,2.4,2.4,2.4,17,34,46,29,0.54,atomic_fixed|keyword_exhaust|keyword_innate,Deal 11 damage to ALL enemies.
MEMENTO_MORI,메멘토 모리,Memento Mori,silent,Uncommon,E1,Attack,6.5,8.9,24.5,18.0,0.86,C,0,0,6.5,v3_table,True,0.0,2.4,18.0,14,23,12,11,0.874,additional_damage_scaling|atomic_fixed,Deal 9 damage. Deals 4 additional damage for each card discarded this turn.
OVERCLOCK,오버클럭,Overclock,defect,Uncommon,E0,Skill,1.9,1.9,1.9,0.0,0.806,B,0,0,4.3,v3_table,True,-2.4,-2.4,-2.4,70,86,86,16,0.816,atomic_fixed,Draw 2 cards. Add a Burn into your Discard Pile.
SEVEN_STARS,일곱 개의 별,Seven Stars,regent,Rare,E2+S7,Attack,17.85,19.35,22.35,4.5,0.82,B,1,0,17.0,energy_table_star_cost_separated,True,0.85,2.35,5.35,2,4,12,10,0.885,atomic_fixed|cost_star_spend|multi_hit_strength_synergy,Deal 7 damage to ALL enemies 7 times.
THINKING_AHEAD,미래 예지,Thinking Ahead,colorless,Uncommon,E0,Skill,1.9,1.9,1.9,0.0,0.72,B,0,0,4.25,v3_table,True,-2.35,-2.35,-2.35,49,62,62,13,0.794,atomic_fixed|atomic_hand_to_topdeck|keyword_exhaust,Draw 2 cards. Put 1 card from your Hand on top of your Draw Pile.
AUTOMATION,자동화,Automation,colorless,Uncommon,E1,Power,0.0,4.5,10.0,10.0,0.42,C,1,0,6.8,v3_table,True,-6.8,-2.3,3.2,58,48,33,25,0.603,atomic_fixed+threshold_triggers,"Every 10 cards you draw, gain 1 Energy."
CLAW,후벼 파기,Claw,defect,Common,E0,Attack,2.5,5.0,19.5,17.0,0.571,C,1,0,2.7,v3_table,True,-0.2,2.3,16.8,62,62,24,38,0.563,archetype_damage_growth|atomic_fixed,Deal 3 damage. Increase the damage of ALL Claw cards by 2 this combat.
SCRAWL,휘갈김,Scrawl,colorless,Rare,E1,Skill,0.25,6.7,17.45,17.2,0.454,C,1,0,9.0,v3_table,True,-8.75,-2.3,8.45,57,33,15,42,0.333,draw_to_full|keyword_exhaust,Draw cards until your Hand is full.
SHROUD,수의,Shroud,necrobinder,Uncommon,E1,Power,1.2,4.2,21.6,20.4,0.72,C,0,0,6.5,v3_table,True,-5.3,-2.3,15.1,77,73,20,57,0.345,atomic_fixed+event_triggers,"Whenever you apply Doom, gain 2 Block."
FORGOTTEN_RITUAL,잊힌 의식,Forgotten Ritual,ironclad,Uncommon,E1,Skill,-1.0,4.25,6.5,7.5,0.468,C,1,0,6.5,v3_table,True,-7.5,-2.25,0.0,86,77,60,26,0.698,atomic_fixed+condition_probability|keyword_exhaust,"If you Exhausted a card this turn, gain 3 Energy."
IGNITION,점화,Ignition,defect,Rare,E1,Skill,4.25,4.25,4.25,0.0,0.72,B,0,0,6.5,v3_table,True,-2.25,-2.25,-2.25,43,69,75,32,0.632,coop_plasma|keyword_exhaust,Another player Channels Plasma.
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,Power,2.5,8.75,45.0,42.5,0.42,C,1,0,6.5,v3_table,True,-4.0,2.25,38.5,64,33,3,61,0.299,atomic_fixed+event_triggers,"Whenever you play a Power, gain 1 Energy."
BODY_SLAM,몸통 박치기,Body Slam,ironclad,Common,E1,Attack,2.5,7.5,15.0,12.5,0.42,C,1,0,5.3,v3_table,True,-2.8,2.2,9.7,66,40,35,31,0.64,equal_to_quantity,Deal damage equal to your Block.
CLEANSE,정화,Cleanse,necrobinder,Uncommon,E1,Skill,4.3,4.3,4.3,0.0,0.935,A,0,0,6.5,v3_table,True,-2.2,-2.2,-2.2,48,72,78,30,0.655,atomic_fixed|atomic_selected_exhaust,Summon 3. Exhaust 1 card from your Draw Pile.
EQUILIBRIUM,평형,Equilibrium,colorless,Uncommon,E2,Skill,9.8,9.8,9.8,0.0,1.0,A,0,0,12.0,v3_table,True,-2.2,-2.2,-2.2,7,15,35,28,0.556,atomic_fixed|atomic_retain_hand,Gain 13 Block. Retain your Hand this turn.
FLAME_BARRIER,화염 장벽,Flame Barrier,ironclad,Uncommon,E2,Skill,9.2,13.2,19.2,10.0,0.736,C,1,0,11.0,v3_table,True,-1.8,2.2,8.2,12,14,29,17,0.802,atomic_fixed|retaliation_damage,"Gain 12 Block. Whenever you are attacked this turn, deal 4 damage back."
MOMENTUM_STRIKE,추진 타격,Momentum Strike,defect,Common,E1,Attack,7.5,7.5,7.5,0.0,0.907,A,0,0,5.3,v3_table,True,2.2,2.2,2.2,18,38,56,38,0.563,atomic_fixed|cost_to_zero,Deal 10 damage. Reduce this card's cost to 0 Energy.
BATTLE_TRANCE,전투 최면,Battle Trance,ironclad,Uncommon,E0,Skill,0.0,2.15,5.55,5.55,0.606,C,1,0,4.3,v3_table,True,-4.3,-2.15,1.25,83,87,72,15,0.826,atomic_fixed|atomic_no_more_draw,Draw 3 cards. You cannot draw additional cards this turn.
DEATHS_DOOR,죽음의 문턱,Death's Door,necrobinder,Uncommon,E1,Skill,3.6,8.64,10.8,7.2,0.837,C,0,0,6.5,v3_table,True,-2.9,2.14,4.3,51,32,42,19,0.782,atomic_fixed|conditional_repeat_block,"Gain 6 Block. If you applied Doom this turn, gain Block 2 additional times."
RESTLESSNESS,초조함,Restlessness,colorless,Uncommon,E0,Skill,0.5,6.38,8.9,8.4,0.444,C,1,0,4.25,v3_table,True,-3.75,2.13,4.65,55,38,36,19,0.698,atomic_fixed+condition_probability|keyword_retain,"If your Hand is empty, draw 2 cards and gain 2 Energy."
PAGESTORM,서류 폭풍,Pagestorm,necrobinder,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,76,71,17,59,0.322,atomic_fixed+event_triggers,"Whenever you draw an Ethereal card, draw 1 card."
VICIOUS,포악함,Vicious,ironclad,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,77,76,25,52,0.395,atomic_fixed+event_triggers,"Whenever you apply Vulnerable, draw 1 card."
BURNING_PACT,불타는 조약,Burning Pact,ironclad,Uncommon,E1,Skill,4.4,4.4,4.4,0.0,0.784,B,0,0,6.5,v3_table,True,-2.1,-2.1,-2.1,47,74,83,36,0.581,atomic_fixed|atomic_selected_exhaust,Exhaust 1 card. Draw 2 cards.
HOTFIX,핫픽스,Hotfix,defect,Common,E0,Skill,0.6,0.6,0.6,0.0,0.72,B,0,0,2.7,v3_table,True,-2.1,-2.1,-2.1,82,88,88,6,0.931,atomic_temporary_stat|keyword_exhaust,Gain 2 Focus this turn.
LEGION_OF_BONE,해골 군단,Legion of Bone,necrobinder,Uncommon,E2,Skill,5.6,8.9,15.5,9.9,0.72,C,0,0,11.0,v3_table,True,-5.4,-2.1,4.5,30,30,37,7,0.92,all_players+atomic_fixed|keyword_exhaust,ALL players Summon 6.
NEUTRALIZE,무력화,Neutralize,silent,Basic,E0,Attack,3.6,3.6,3.6,0.0,0.837,B,0,0,1.5,v3_table,True,2.1,2.1,2.1,45,76,80,35,0.598,atomic_fixed,Deal 3 damage. Apply 1 Weak.
